1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
0.053323852226113105,0.017835930227908862,0.016177517958979502,0.017461895147573802,0.020137395541783315,0.016905801761232877,0.031040046632642884,-0.016037465146514662,-0.025150660067986417,-0.030505552347652412,0.004056297081167537,0.01135424332966924,-0.02390748520295943,0.015088797743835479,-0.018809526805361076,0.05232893438031413,0.017938595934308056,-0.04641512271410014,-0.07876998287774115,-0.029666845838335378,0.009783005198440487,0.03759593527766686,0.05989598850229963,-0.03125847933553493,-0.02319456675667569
0.08010003761880947,0.01876076529388248,0.02319757118559279,-0.014905524462231142,0.043275697720911686,0.014862025818072673,0.011718991293905752,0.06236114311431146,-0.03206170095980807,-0.045590985614385696,0.004677558176729308,0.02108784420905368,-0.013101070785842847,0.023954800339423002,0.025235366773354695,0.00547272071621487,0.0003935229321049502,-0.02419929589287502,-0.12450496165014527,0.03453633923569433,0.0354460334899531,0.023396213044346824,0.018151302639472133,0.04553553197238076,0.043913131013101375
0.03354287383691851,-0.007246274790083973,0.03168660600300152,-0.037650466333166634,0.01723512425029991,0.013349503752626855,-0.025406207545281726,0.04410884668466849,-0.001081805038992204,0.0879985685314687,-0.012724422431027598,0.05666192914959534,0.004897744951009802,0.009540506239393029,-0.011158495699139834,0.028292640992297717,0.016029552974163856,0.006193628959728193,0.0771987776108942,0.06259289535814337,0.01863349835049489,0.02109018078306036,0.04268262787442517,0.01363517742419696,-0.002250018001800183
0.010107054927463745,0.014973721411435444,-0.01892207203601803,0.009798262131065546,0.019126989904038407,0.016120145301711214,0.029487162513759685,0.00316436693669367,0.0840501797640472,0.016918619180819203,0.04930071261495407,0.006439444288997708,0.07180880663867233,-0.03192474872716382,-0.023979022304460904,0.014404715814744427,0.029734843781293867,0.046768206655341295,0.14272648563132084,0.03949180082032821,0.027698566330101024,0.004076972333200165,0.014167413917216574,-0.005249836585609932,-0.01002887038703872
0.03666198359179597,0.01390021451419434,0.01967000090045024,-0.006535217108554284,0.031036094062375074,0.02196733163214251,0.0649010074051837,-0.024869429642964326,0.011271364727054596,0.020184866833166865,0.03125641713314677,-0.006835754072149498,0.06786663957208561,0.0168574178895877,0.044068613922784605,-0.02842609252775835,0.031700710294412224,0.03299947716598382,0.039779143186142035,-0.07194915456182481,-0.007427139758072596,-0.04527299240910915,0.009713650869826042,0.015879458320824588,0.010083441844184422
-0.02665836798399203,-0.017807730907636966,0.0036954569284642345,-0.018708885442721385,0.023809239904038403,0.000490165115580908,0.0494656627639348,0.007685009100910098,0.026782189062187583,-0.020163998601398624,-0.0031011361455417883,-0.03715921824722698,0.012683244651069799,0.03868269581711094,0.02897555791158233,0.006407182354706416,-0.01920618966553177,-0.07847475467172983,0.01693350365475118,-0.042752347038815586,-0.009461033190043003,0.03438566610067924,-0.007781056588682278,0.027448084459121433,-0.01366103770377039
0.03386669064532272,0.04152192822870858,0.007509038819409709,0.027026309354677355,0.03015466653338668,-0.044902498749124456,0.06893533763634553,-0.048121306830683094,-0.014631821635672882,0.029568965134865188,0.00028450829668132815,-0.08163810272809038,0.033290472305538915,-0.020428955076370166,0.0509288723744749,-0.004128419925977795,-0.039828146104546436,0.011887117317877494,0.09151649264043263,0.07033591116446589,-0.0319154070778767,0.011616463144226945,0.06054825354929023,-0.040511067947563345,0.00430568146814682
0.025519821310655375,-0.008729747600959624,0.03696564622311157,0.03317078459229618,0.010554754298280702,0.04215750365255684,-0.009037496547583323,-0.11460792119211927,-0.02614881153769249,0.050624444355644435,-0.009776870151939236,0.01717664914559809,0.03125284713057392,0.0114070599980034,-0.010287495899179835,0.020942644893468067,0.01930202653715204,0.025878101428999708,0.042249773205166735,-0.04200375590236101,-0.038337031190642856,0.011040001598082319,-0.039205390421915676,0.04347887451215861,-0.044719095009500984
0.004259989794897455,0.015389907836865268,0.0033205794897448733,-0.018557881440720375,0.033261644142343096,0.03905388702091467,0.056943658460922725,0.05342865966596663,-0.03151039832033595,0.020142893106893135,-0.07029914014394248,-0.06670376216648352,-0.009173761247750451,0.0323093685734252,0.010504182936587326,0.012455804241272387,0.017310258561986817,-0.0642699620265814,0.04147528006408335,0.08910915396158475,-0.07323955113465977,0.022180602077507036,0.041576608178364366,-0.03054747733413394,-0.01840526642664268
0.01942275537768887,0.012774002299080382,0.013522976488244123,0.010736593596798408,-0.008440805577768898,0.021448133293305336,-0.02580584058841192,0.06791687788778882,0.016013628174365135,0.019298623376623403,0.0192964605157937,0.035319855201359066,0.06401343451309743,0.02134188699211341,-0.02391534546909384,0.04664440592177656,0.02131361796515125,-0.17480324273008907,-0.0292071777310504,0.03400459603841541,0.11676318934319727,-0.004249461646024775,0.043334666166766705,0.05013669448614036,0.06858977317731785
