1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
-0.01479505017023834,-0.006079804245519181,0.007907214206993283,-0.0008052211201282442,0.010378312944238667,0.10301168992092884,0.006908295302013421,-0.02375323678414097,-0.01874550540865385,0.004513398517331198,0.008384600700700694,-0.012506408371720408,-0.010076568138580152,0.020898553998598742,0.005534054075705989,0.048361740714786286,0.0071237927097937085,-0.05536340534320593,-0.0014548186642635423,-0.04000287467441395,0.002750403946314103,0.007573556679351096,0.0533245514308585,-0.014861532585844425,0.007891033940728875
0.046336239034648515,-0.019368966756783824,0.053765381324516574,-0.031333672076946206,0.025125550405446,-0.015303824942448203,-0.009727264149053394,0.015987165298358034,-0.03334174749599359,-0.0691731523742737,0.0343078804804805,-0.00540251031444022,-0.01696188224692099,0.00215134140726654,0.02134384738634088,-0.004577874261687856,0.014563748748247545,-0.02558897368421053,-0.12813975157705018,0.006553087557603689,0.023869111578525646,0.011642935209293014,0.015992496397838694,0.049919387125838426,-0.021355810072086513
0.008298728319647505,-0.010001435466105945,0.009718824666867047,-0.023856972648031265,0.005379781359495444,-0.02227505524972475,-0.02824537473705299,0.046221490088105735,-0.008220067407852562,0.03697093368062512,0.007256053453453455,0.060478529240937315,-0.000493280364473811,-0.0010412891602442193,-0.0020213226517123975,-0.0019771404544999508,0.02760469427198077,-0.010602135081048635,0.04132145399018726,0.028105330294530155,0.015590222155448715,0.004082785900260367,0.04042967400440263,0.0063009239163079435,-0.012189807769323189
0.005707673843380733,0.008126195153699813,-0.018727786093577795,0.0048070321611061,0.012327040444488941,-0.01455215433890501,-0.0079390143243514,-0.0046498733480176265,0.04703679757612181,0.02800614996994591,0.07310726926926928,-0.017749480873222513,0.06750249133874035,-0.022608749474527075,-0.0007494883837372321,0.013884036940634698,0.0382458118365712,0.04410527776666001,0.0433341617102233,0.032280478962131834,0.024189576422275642,-0.002673244842779891,0.021539063237942756,0.000481730003003303,-0.007702863235883063
0.010017352693771278,0.024941953139080823,0.014157618174531606,-0.015130351668169527,0.045427853438782674,0.019845792112901613,0.05096034037864369,-0.018473647376852233,0.04725901442307693,-0.006708647866159087,0.02068734714714715,0.009528725716002403,0.07969898217682986,0.024104771894705234,0.02406126016422993,-0.011575658624486937,0.001756666433006209,0.02648577716629979,0.0005680534695103653,-0.05446504307753959,-0.007961750701121793,-0.03825548227518527,-0.02394452921753051,-0.003156429472419663,-0.006413053263916701
-0.00790595543761266,-0.004225872634424753,0.0026900743412483735,-0.002639517383027752,0.01923922524777255,-0.00853494635171655,0.04034402924972452,0.015137644273127762,0.013892435496794874,0.0038921854337808036,-0.03900345765765767,-0.046917548067294215,0.01573184329628517,0.0025719332399159233,0.04302767013819346,0.012583208329162085,-0.033568547566593235,-0.024104496597958776,0.03935842495243818,-0.0019611706070927666,-0.012187350160256412,0.05518453384738636,-0.004919862317390431,0.02309128321153268,-0.05614731307569083
0.027770458441818555,0.044144396615600295,0.011696627492235243,0.02002483308285743,0.00014095655220742413,-0.030588198178360525,0.03824502464189122,-0.027095701641970373,-0.010539415164262825,0.008598519134442002,-0.0158770997997998,-0.07994660004005608,-0.012331076499449287,0.023347947953157845,0.043584955938313644,0.028190249374311752,-0.022908538754255955,-0.020712901741044634,0.04592434695103635,0.056177050991785216,0.0020330783253205125,0.009947055978369718,0.04370885741444866,-0.026017473721093202,0.03412279325190229
0.01255072992189065,0.0005181893461499954,0.05066127271816449,0.014553757338943998,0.00210312193412754,0.032071676108497656,-0.011719119503155358,-0.038371653584301155,-0.005240652443910256,0.0349360280504909,-0.0025112827827827797,0.05185292179050671,0.01822490297386603,0.021933223501151032,-0.006342436410975365,0.018314323856241873,0.01095707200080112,0.008217201420852513,0.01650102192850705,0.006874307653776795,0.013482290865384617,-0.03784085569797717,-0.0445904633780268,0.03611683201521673,-0.04629423037645175
0.01757953564990988,0.005545007710023029,-0.021712157599438932,-0.005651372708145478,0.048948194113524884,0.002883139925933341,0.0573199676449965,0.07104003494193034,-0.013865542568108982,0.04922951252254058,-0.0638030865865866,-0.06759174634488284,0.013740004505857618,0.02278374467020318,0.039069915982375324,-0.01925526649314246,0.01561056298818345,-0.07846125225135082,0.023178175928707325,0.05215760739330797,-0.0287014131610577,0.021049519026637292,0.026430362617570535,-0.02598727810591651,0.0041460127152583084
0.0009034719607450429,-0.011945838389906885,0.012667909327722673,0.007399254283137963,0.0028863029332265484,0.019263803923531178,-0.008563874586797558,0.019166428614337205,-0.01797412199519231,0.0048336216189140465,0.034572665865865874,0.06925990676947727,0.03517972424151396,0.03331170553498149,-0.04735370959343081,0.035137881269396355,0.04893120358501904,-0.12264348228937363,-0.01229824882347051,0.02555059056301342,0.04729737520032051,-0.0052431907670739035,0.04311179427656593,0.0483343922314546,0.03022232859431318
