3.191645139076314600e-03,3.945244290641005715e-03,3.470281608367718588e-03,2.440369767533004559e-03,2.027949135705192120e-03,1.943192309959082542e-03,9.675157480445184272e-04,4.820827120875303224e-04,7.710957875135600759e-04,1.452291925893185991e-03,2.803153160495434719e-03,1.065590201999813301e-03,1.151615546095712851e-03,1.185505764636719285e-03,2.068644505846406554e-03,5.712456784160279549e-03,7.341992162588318119e-03,1.266841033017259907e-02,1.573246084630622668e-02,2.157131587855168689e-02,3.182379220914936108e-02,4.092593843954367427e-02,6.133273307576926625e-02,4.236028079807237917e-02,1.376587777860058259e-01
1.003054699424323223e-04,8.413800588051302239e-05,1.241270082647225102e-04,8.257350266244096483e-05,9.079930947607127098e-05,9.333323976798642600e-05,1.708090846489130254e-04,1.014367856323455383e-04,1.219426006746586596e-04,9.150615020175930227e-05,7.364570583630677828e-05,1.151087822246870654e-04,1.852003263366218172e-04,1.277000636064836196e-04,1.314866453941269703e-04,1.273216208724655101e-04,1.086457434576135477e-04,1.338284243021161811e-04,1.370548648919926661e-04,1.494465156931973652e-04,1.522708954918545283e-04,1.448232196034243181e-04,1.262446025929665121e-04,1.373098400777241098e-04,1.209018737978633570e-04
1.653761126849933455e-02,1.433754325077646850e-02,1.949219220209752815e-02,1.169186810248062404e-02,1.179630683850147431e-02,1.236545903240593783e-02,1.145647419925978350e-02,1.023448150419052453e-02,1.598763167485475409e-02,1.011011523124752225e-02,8.257828186329323542e-03,1.171707276682125258e-02,1.229154245242670106e-02,1.117863134610952609e-02,9.313485798323042908e-03,9.195785926673057456e-03,8.346001271582243267e-03,9.205189515927041446e-03,1.090661604461298437e-02,1.201631909272816122e-02,1.036711342103893360e-02,9.675916871225414412e-03,1.113111133035154209e-02,5.486458688533112082e-03,4.969112941092269572e-03
1.925854612367282597e-03,1.987016659531968404e-03,2.082678206667659682e-03,3.882278036699968009e-03,4.211827625227799674e-03,3.499839284866738520e-03,3.468159726569617143e-03,1.855237281288295422e-03,1.359849621144621412e-03,1.124295134971145353e-03,7.963108585976508193e-04,1.261665045616353498e-03,1.591525789064878642e-03,1.689539024437454549e-03,1.601896380569406940e-03,1.794322055697895619e-03,3.130594323539840317e-03,3.210969221857570225e-03,4.409128385870223800e-03,5.574595516401631423e-03,5.881202239819611523e-03,5.865897827377379407e-03,4.489635254024577915e-03,2.474315310551397466e-03,1.515969562107588381e-03
3.609477485769729631e-05,2.920255711567734441e-05,3.499894508648697438e-05,3.627577576699079435e-05,3.664641941875820233e-05,2.978803894109614310e-05,2.466216416089171348e-05,1.619992696538585398e-05,1.967527491862362650e-05,1.126560107997352755e-05,7.458847567978777830e-06,9.186366541526004399e-06,1.276711753887350781e-05,2.993823365536223675e-05,3.616590629801249142e-05,2.340406079450815536e-05,2.205353689913030159e-05,2.283400348879686931e-05,2.503452597812832187e-05,2.536312058319262219e-05,2.215160978660238224e-05,2.200126930903044078e-05,2.736817806579553030e-05,4.089185042666943230e-05,4.568534914327447973e-05
2.426485807662833295e-04,2.773988485350039690e-04,2.769979447195011052e-04,5.550250363137254703e-04,7.445011204470231838e-04,9.644145307276780861e-04,1.030235110301998009e-03,1.005792898384001884e-03,7.657348479041157455e-04,1.235227982715484708e-03,3.635615320066939125e-03,2.360588964020569804e-03,1.953697865542019033e-03,2.367755276377840352e-03,2.262850718871960935e-03,1.785388283676856910e-03,1.390858112486900678e-03,1.157498669692419435e-03,1.012289996740512810e-03,1.158290371212848408e-03,1.223369043027676883e-03,1.318950161227122305e-03,1.325779903044804970e-03,1.447238052396165311e-03,1.287840151203674529e-03
4.846678738172701881e-03,4.537098853647971580e-03,4.213631439897494967e-03,3.989792638333639237e-03,4.048388673262307870e-03,3.606645782351633901e-03,3.297167231559752429e-03,2.421122634192128878e-03,2.012348157032463163e-03,1.227940981946453900e-03,8.101354464262766099e-04,1.291471704878033528e-03,1.410778554492525582e-03,1.427865907428232549e-03,1.622249169896977433e-03,1.983349882215691262e-03,2.895157977815361865e-03,2.502317558147327398e-03,2.750095294760089310e-03,2.909277273332659935e-03,2.488662526990592216e-03,2.535900931342922708e-03,2.118935813236347797e-03,2.333256786669214277e-03,2.360967425867510367e-03
2.821281202308058896e-03,3.961930557890193036e-03,3.422424510700463121e-03,3.799654936166460290e-03,3.758026966110407634e-03,3.831845315507134697e-03,3.776860077737837374e-03,3.084718081968250512e-03,3.923703796829723471e-03,4.175219535712620944e-03,4.395642028113645045e-03,5.016454137282902979e-03,4.784636632298087250e-03,3.675501583164433698e-03,3.546906427641709648e-03,3.414565312629890773e-03,3.099072288650498060e-03,2.752366412291546403e-03,2.702715760290714565e-03,3.034038142589295592e-03,2.786678837490934573e-03,3.017328915817476653e-03,3.037594733900469274e-03,3.367544394290715188e-03,3.100117354306367121e-03
8.312059585774870347e-04,7.314259305634810467e-04,5.144594047336401455e-04,5.823229906988735497e-04,5.944269816716234427e-04,7.377235087426312716e-04,4.503051669876598304e-04,3.705270309962957519e-04,3.186900703989458956e-04,2.186972906837997678e-04,2.346669907660807420e-04,2.881652962424353166e-04,2.034700459931599930e-04,3.369134201109414144e-04,6.405548956766131657e-04,1.132140907129923707e-03,1.029796821681020673e-03,1.133957214539498687e-03,9.197199612337749169e-04,7.495068879459772064e-04,9.368937060753966669e-04,1.000766901563391806e-03,8.876373294351257029e-04,8.832274157041643346e-04,9.856210789849523691e-04
2.022434543888930892e-03,2.077816736509423019e-03,1.929034942811040654e-03,2.181456877369440574e-03,1.783537048680180733e-03,1.537823182927558312e-03,1.305157706950827671e-03,1.139392136760744361e-03,1.023684419042642782e-03,7.870739992667867254e-04,6.414570219079458431e-04,8.502076404897545084e-04,1.111364583063392374e-03,1.197013047780927245e-03,1.278406131848821301e-03,1.436742843911657103e-03,1.276006560198759011e-03,1.178907283000457575e-03,1.103662429464941086e-03,9.692400988851264431e-04,8.525290738679735690e-04,8.693969555223971359e-04,8.783413765210468021e-04,8.415808926552481974e-04,7.923776633048262462e-04
